id_tiempo,ano,semana
2024-W04,2024,4
2024-W05,2024,5
2024-W06,2024,6
2024-W07,2024,7
2024-W08,2024,8
2024-W09,2024,9
2024-W10,2024,10
2024-W11,2024,11
2024-W12,2024,12
2024-W13,2024,13
2024-W14,2024,14
2024-W15,2024,15
2024-W16,2024,16
2024-W17,2024,17
2024-W18,2024,18
2024-W19,2024,19
2024-W20,2024,20
2024-W21,2024,21
2024-W22,2024,22
2024-W23,2024,23
2024-W24,2024,24
2024-W25,2024,25
2024-W26,2024,26
2024-W27,2024,27
2024-W28,2024,28
2024-W29,2024,29
2024-W30,2024,30
2024-W31,2024,31
2024-W32,2024,32
2024-W33,2024,33
2024-W34,2024,34
2024-W35,2024,35
2024-W36,2024,36
2024-W37,2024,37
2024-W38,2024,38
2024-W39,2024,39
2024-W40,2024,40
2024-W41,2024,41
2024-W42,2024,42
2024-W43,2024,43
2024-W44,2024,44
2024-W45,2024,45
2024-W46,2024,46
2024-W47,2024,47
2024-W48,2024,48
2024-W49,2024,49
2024-W50,2024,50
2024-W51,2024,51
2024-W52,2024,52
